language,iso_code,variety,region,source,source_url,retrieved_at,record_id,reference,source_text,target_language,target_text,unit_type,domain,licence,review_status,quality_flags,notes
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,e1cda0ec77c8ed4d,kit5k:821,"Les bons artistes copient, les artistes éminents volent.",Lingala,"Bai-ntóki ya malamu bamekolaka basusu, baí-ntóki ya lokumo bayibaka.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,835d7ab9b11c6e7c,kit5k:822,Le savon aide à enlever la saleté.,Lingala,Sabuni esungaka mpo na kolongola bosoto.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,8a52e1c71d1a6c43,kit5k:823,"Papa, je suis enceinte, voici la liste des suspects....",Lingala,"Papa, nazali na zemi, tala molongo ya bato oyo nazali kokanisela...",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,b638abd1861de93d,kit5k:824,Je veux une carte du Texas à l'échelle 1/250000e.,Lingala,Nalingi kalati ya Texas na echelle 1/250000e.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,0efb94894e27ce47,kit5k:825,Écrire est un sommeil plus profond que la mort.,Lingala,Kokoma ezali pongi ya mozindo koleka liwa.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,3b1ceb9b559a0275,kit5k:826,Le juge a demandé à l'accusé s'il connaissait la différence entre dire la vérité et dire un mensonge.,Lingala,Zuzi asengi na moto bafundaki soki ayebi bokeseni oyo ezali kati ya koloba bosolo na koloba lokuta.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,e9403f1b438ad576,kit5k:827,"Un homme demanda un jour à Bouddha : Je veux du bonheur ! Bouddha lui répondit : D’abord, enlève « Je », c’est de l’ego. Puis enlève « veux », c’est du désir. Et maintenant, tout ce qu’il te reste : « du bonheur ».",Lingala,"Mokolo moko moto moko atunaki na Boudha : Nalingi esengo ! Boudha ayanoli ye boye : Liboso, longola ""Na"", ezali bongai. Mpe longola ""lingi"", ezali mposa. Mpe sikoyo, nyonso otikali na yango : ""esengo"".",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,e8ca3251e7efed48,kit5k:828,"Nous devons quitter l'hôtel avant 10h, autrement nous allons manquer le train pour Miami.",Lingala,"Esengeli tolongwa na lotele liboso ya ngonga ya 10, soki te tokozanga engunduka mpo na kokoma Miami.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,46fced8bf0450c7a,kit5k:829,"Le chemin vers le mal peut apporter un grand pouvoir, mais pas la loyauté.",Lingala,"Nzela ezali kokumba na mabe ekoki komema bokonzi ya monene, kasi bosembo te.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,2afe3a48e289591e,kit5k:830,Elle a suivi un régime les deux derniers mois car elle a pris trop de poids durant l'hiver.,Lingala,Asalaki regime ya sanza mibale ewuti koleka mpamba te akomaki monene makasi na hiver.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,37f30180a4879568,kit5k:831,"Les équipes de football d'Amérique latine réussissent plutôt bien, en particulier par rapport aux équipes asiatiques.",Lingala,"Masanga ya babeti ndembo ya Amerique latine balongaka malamu koleka, bango moko masanga ya Asia.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,ba3acea1f9d1d9f6,kit5k:832,Tom n'est clairement pas intéressé par une adhésion à notre groupe.,Lingala,Tom azali mpenza na mposa soki moke te ya kokota na lisanga na biso.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,d8ac230d916196e9,kit5k:833,"En cas de retard de la cargaison, nous avons une assurance retard spéciale.",Lingala,"Soki biloko ekomi na nsima ya ntango , tozali na asalasi mpo na kokoma na nsima ya ntango.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,8ae89e2e280e865e,kit5k:834,"Dans les régions méridionales, les ventes ont augmenté de 47 pour cent.",Lingala,"Na mboka oyo ezali mpembeni ya mayi, mipepa emataki na 47 likolo ya 100.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,b5dadff7bc8f7ec2,kit5k:835,La magie et les monstres sont les fruits de l'imagination.,Lingala,Soloka na bilima bazali mbuma ya makanisi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,886f9b8a1cf62344,kit5k:836,"Ayant perdu son chemin, il choisit sa route au hasard.",Lingala,"Awa abungi nzela na ye, aponi kaka nzela bongo bongo.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,8d9c72a52e35cb4e,kit5k:837,"Le plancher était peint en vert, mais les murs étaient jaunes.",Lingala,"Nse ya ndako ezalaki na langi ya mayi ya pondu, kasi bifelo bizalaki na langi ya mosaka.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,f8f17e8f2218c2ed,kit5k:838,Ils ont parié une bouteille de whisky.,Lingala,Babetanaki mondenge ya molangi ya whisky.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,517e4d0523759f2b,kit5k:839,"Le feu, conduit par un vent d'est, a détruit le centre-ville.",Lingala,"Moto, ekumbamaki na mopepe ya Est, epanzi centre-ville.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,2547e584e2ebf54b,kit5k:840,Sais-tu qui est cette grande fille blonde habillée en vert ?,Lingala,Oyebi engambe ya mwana mwasi oyo ya mpembe alati bilamba ya langi ya mayi ya pondu soki azali nani ?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,8319637a116725fe,kit5k:841,"En matière de drogues, la frontière est mince entre l'usage et l'abus.",Lingala,"Na makambo matali mono, ndelo ezali mukie kati ya kosalela na kosalela mabe.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,8fff504c846a8efc,kit5k:842,Il adopte l'attitude que la résistance est une perte d'énergie.,Lingala,Azwi bongo mokano ete koyika mpiko ezali kosilisa makasi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,9c7cc7a19f109d45,kit5k:843,Ces vrais jumeaux ont été séparés à la naissance et ont été élevés dans des familles différentes.,Lingala,Bana mapasa bakabolaki bango na mbotama mpe bakolisamaki na mabota ekeseni.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,cdf576595fd3883e,kit5k:844,Une carte était attachée au cadeau.,Lingala,Kalati ekangamaki na libonza.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,d156282222ab0015,kit5k:845,J'ai toujours pensé qu'un infarctus était la manière dont la nature t'indique qu'il est temps de mourir.,Lingala,Nakanisaki ete kosala crise ya motema ezali lolenge mpo na mokili ya koyebisa yo ete ngonga ya kokufa ekoki.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,20a05eabffa0ac9c,kit5k:846,Une maison en bois brûle plus facilement qu'une maison de pierre.,Lingala,Ndako etongami na mabaya epelaka moto na mpete koleka ndako oyo etongami na mabanga.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,d0cb1e10a4e2cc11,kit5k:847,"Le scientifique est connu non seulement au Japon, mais également à l'étranger.",Lingala,"Moto ya mayele ayebani kaka na Japon te, kasi lisusu na mboka mopaya.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,b755d98a171a6898,kit5k:848,"Le soldat authentique ne lutte pas parce qu'il déteste ce qui est devant lui, mais parce qu'il aime ce qu'il a derrière-lui.",Lingala,"Soda ya solo solo abundaka te mpo ayini moto oyo atelemi liboso na ye, kasi mpo alingi oyo ezali nsima na ye.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,97aa97653ef9ffc3,kit5k:849,Il essaya d'être courageux tandis qu'il était pris en otage.,Lingala,Amekaki koyika mpiko kasi azalaki na maboko ya baye bakangaki ye.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,80e9c793f937f578,kit5k:850,Monica n'a pas beaucoup étudié.,Lingala,Monica atangaki kelasi ya mingi te.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,0346b1e100787919,kit5k:851,Nicole sait très bien parler japonais.,Lingala,Nicole ayebi koloba kijaponais malamu mingi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,b800fe91cf7e4261,kit5k:852,Ne vous frottez jamais les yeux après avoir coupé un piment.,Lingala,Kofina miso na misapi te nsima ya kokata pili pili.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,d2feb4b3344d5ae4,kit5k:853,"Après que sa femme l'ait quitté, Harold est devenu fou.",Lingala,"Nsima ya mwasi na ye koboya ye, Harold akomaki liboma.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,62807b51bb5023ce,kit5k:854,Tous les gens devraient découvrir les joies du partage par eux-mêmes.,Lingala,Bato nyonso basengeli kokukola na esengo ya kokaba na ndenge na bango moko.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,9e886dbef424792e,kit5k:855,"""Superman"" sort ce mois-ci au cinéma.",Lingala,"""Superman"" ekobima sanza oyo na cinéma.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,f14e5ddfb2f43e49,kit5k:856,Je viens d'écrire une appréciation négative au sujet de cette agence immobilière.,Lingala,Nauti kokoma likanisi ya mabe na maye matali agence immobilière oyo.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,e07914e251e1de11,kit5k:857,Un sot trouve toujours un plus sot qui l'admire.,Lingala,Zoba akutanaka kaka na zoba moko ya koleka ye oyo alulaka ye.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,fd57ed3427aea981,kit5k:858,"Les Russes copient les mœurs françaises, mais toujours à cinquante ans de distance.",Lingala,"Ba Russes bamekolaka bizaleli ya ba français, kasi na mbula ntuku mitano ya mosika.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,8a77c190fd7f6ff0,kit5k:859,S'il vous plait mettez-moi en relation avec Mr Smith.,Lingala,Nabondeli bino bokutisa ngai na Mr Smith.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,d6479c2424e39c70,kit5k:860,La criminalité est certainement en progression dans plusieurs de nos grandes villes.,Lingala,Koboma ezali komata mingi na bingumba na biso ya minene.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,b18df9be2121890a,kit5k:861,Qui est le garçon qui joue le rôle de Peter Pan ?,Lingala,Mwana mobali oyo azali kosala lotomo ya Peter Pan nde nani ?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,d8a5544f8a7d10e1,kit5k:862,Un dollar est égal à cent cents.,Lingala,Dollar moko ezali kokokana na centimes nkama.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,6e80ddd8f8756cfa,kit5k:863,Je n'ai pas assez de mémoire RAM.,Lingala,Nazali na mayele mingi te ya RAM.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,89e8ccd339bddd85,kit5k:864,Je vis dans un petit village à cinquante kilomètres de la capitale polonaise.,Lingala,Navandaka na mboka ya moke ezali na ba kilometele ntuku mitano na mboka mokonzi ya Pologne.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,709621d9dac62d88,kit5k:865,Le capitaine donna l'ordre d'abandonner le navire.,Lingala,Kapiteni apesi mobeko ya kosundola masuwa.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,aa84c737563d8e39,kit5k:866,Il fut envoyé au combat.,Lingala,Atindamaki na bitumba.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,723dca46af31d68d,kit5k:867,Les noms sont dans l'ordre d'entrée sur scène des acteurs.,Lingala,Bakombo elandani bongo na molongo lolenge ba acteurs bakotaki na bisika ya masano.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,ab28a66c055f7839,kit5k:868,Il arriva chez lui un peu avant cinq heures.,Lingala,Akomaki o ndaku ya ye yambo ya ngonga mintano.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,1f74b951cc274a28,kit5k:869,Un mensonge peut voyager jusqu'aux antipodes pendant que la vérité en est encore à lacer ses chaussures.,Lingala,Lokuta eyaka liboso mpe bango kasi bosolo eyaka na sima mpe malembe.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,3fae134d608f525e,kit5k:870,Il a été élu roi du bal de fin d'année.,Lingala,Aponamaki mokonzi na masano ya suka mbula.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,6b94261e6b3482a1,kit5k:871,Je prends ces pastilles quand j'ai la gorge sèche.,Lingala,Na melaka ba mbuma oyo tangu mongongo ekawukaka.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,7e93703069196013,kit5k:872,Chaque étudiant masculin a le symbole de l'école sur sa casquette.,Lingala,Muana kelassi nyonso ya mobali azali na elembo ya Kelassi na ekoti na ye.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,c19506254048e023,kit5k:873,Je n'utiliserais pas une machine à laver dont l'interrupteur est défectueux.,Lingala,Na ko salela machine ya ko sokola te oyo button na yango ezali ya kobeba.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,12fe8183eb37a8ef,kit5k:874,L'or est le souverain des souverains.,Lingala,Wolo ezali mokonzi ya ba konzi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,eb1d8897229c8084,kit5k:875,L'absence de preuve du contraire est elle-même la preuve que votre théorie est probablement vraie.,Lingala,bozangi ya biloko oyo ezali ko lakisa lolenge mususu nde ezali eloko oyo elakisi ke likanisi na bino ezali ya solo.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,2770f97207988d8b,kit5k:876,"Si le lion est le roi des animaux, l'aigle est le roi des oiseaux.",Lingala,"Soki ntambwe azali mokonzi ya ba nyama, engondó azali mokonzi ya ba ndeke.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,dab63fa0f3174459,kit5k:877,Ce produit chimique est extrèmement dangereux.,Lingala,Produit ya mondele oyo ezali mabe makasi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,50c75d852ea1cea1,kit5k:878,Il était sur le point de réussir.,Lingala,Akomaki pene ya ko longa.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,abffca2e59752904,kit5k:879,Tu détournes tout ce que je dis.,Lingala,Ozo kima nyonso nazali ko loba.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,2f7b81445ab318af,kit5k:880,Regarde là !,Lingala,Tala kuna !,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,9b849382856bb290,kit5k:881,"Veuillez dire adieu, Madame, à votre époux.",Lingala,"Muasi, pesa mbote ya libela, na mobali nayo.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,0b871e1f445db2e3,kit5k:882,N'essayez pas de couvrir le ciel entier de la paume de votre main.,Lingala,Bomeka te ko zipa mapata nyonso na makata ya maboko na bino.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,4d6db6552b0121a4,kit5k:883,Le juge prononça une peine de cinq ans de travaux forcés.,Lingala,Zuzi akateli bango mbango ya mbula ntúkú mítáno ya misala na makasi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,62d7a5ce6353976f,kit5k:884,Tom a commencé à siffler un air.,Lingala,Tom abandaki ko beta piololo na mopepe.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
Lingala,lin,DRC Lingala,DRC-wide,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,413e502467646ce3,kit5k:885,"L'Irlandaise, qui écrit en irlandais, est écrivain.",Lingala,"Irlanadais ya muasi, oyo akomaka na lokota ya bairlandais, azali mokomi.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; source provenance and licence documented.
