verse_key,yns,fr
MRK.8.29,Nde waa ufàfuul: « Wɛɛ bɛ ŋakwo làtɛn naa mɛ in'wà nà? » Petɔlà waa ufuur: « Ngye awà Klistɔ. ».,"Et vous, leur demanda-t-il, qui dites-vous que je suis? Pierre lui répondit: Tu es le Christ."
MRK.8.30,Yɛsu kaswɛŋ a ngwal naa ba bàkɔɔn ayäm akà mbuur mwɛy ntɔn nde.,Jésus leur recommanda sévèrement de ne dire cela de lui à personne.
MRK.8.31,"Apan, nde kàsɛmà mukalɔŋ naa: « Mwan a mbuur akyer aman mpay mbɔɔn. Andwer, amfum a angaŋ anà alɔɔŋ a in'kɔɔn bàkyer un'tɔn, bàkyer un'dwa, waa ungö ilä itär nde akyer awiyà. ».","Alors il commença à leur apprendre quil fallait que le Fils de lhomme souffrît beaucoup, quil fût rejeté par les anciens, par les principaux sacrificateurs et par les scribes, quil fût mis à mort, et quil ressuscitât trois jours après."
MRK.8.32,"Ndaa ayi nde kàtɛɛnà kimii imii. Apan Petɔlà kun'naan ukɔl, waa kàsɛmà mukun'ŋän.","Il leur disait ces choses ouvertement. Et Pierre, layant pris à part, se mit à le reprendre."
MRK.8.33,"Wɛɛ nde waa kàbulà, kàler alɔŋki ande, kàŋän Petɔlà, waa kàtɛn naa: « Satanà, kyen ungö a mɛ! Ntɔn ngye akayweerà anki indiir a Nzam, wɛɛ indiir a baar. ».","Mais Jésus, se retournant et regardant ses disciples, réprimanda Pierre, et dit: Arrière de moi, Satan! Car tu ne conçois pas les choses de Dieu, tu nas que des pensées humaines."
MRK.8.34,"Ungö nde kàbel un'sɛŋ a baar anà alɔŋki ande, waa kàtɛn a ba naa: « Isàkal naa mbuur akwen mukan'lab, wɛy nde ukɔɔb ndür ande, usɛɛn kulunsi ande, waa kan'lab.","Puis, ayant appelé la foule avec ses disciples, il leur dit: Si quelquun veut venir après moi, quil renonce à lui-même, quil se charge de sa croix, et quil me suive."
MRK.8.35,"Ntɔn mbuur usàkwen mutii mɔ̈ɔ̈ ande, wa asàkyà bwà, wɛɛ mbuur usàpiy mɔ̈ɔ̈ ande ntɔn mɛ anà làsaŋ aŋàbwaŋ, nde asàtswà wa.","Car celui qui voudra sauver sa vie la perdra, mais celui qui perdra sa vie à cause de moi et de la bonne nouvelle la sauvera."
MRK.8.36,"Bweel nà mbuur kan'kwo muwal uman naa nde kan'wal mɛɛn manswà, wɛɛ mɔ̈ɔ̈ ande ukyà bwà?.","Et que sert-il à un homme de gagner tout le monde, sil perd son âme?."
MRK.8.37,"Abun, ininà mbuur kan'kwo mupà ntɔn musɔɔm mɔ̈ɔ̈ ande?.",Que donnerait un homme en échange de son âme?.
MRK.8.38,"Ntɔn mbuur usàwem mɛ nswɛn anà ndaa amɛ uboo a nkööl ayi yinswem anà yube, Mwan a mbuur sye asun'wem nswɛn mpal usàyà nde unsà làkoo a Taarànde, anà akyeey in'kyɛɛl. ».","Car quiconque aura honte de moi et de mes paroles au milieu de cette génération adultère et pécheresse, le Fils de lhomme aura aussi honte de lui, quand il viendra dans la gloire de son Père, avec les saints anges."
MRK.9.1,"Yɛsu kàfàtɛn a ba naa: « Ndandaa mɛ alàkyään, amwɛy uboo a baar bà pà, bàsàkwà anki kusà muman Imwol a Nzam kyàmuyiyà anà ngwal. ».","Il leur dit encore: Je vous le dis en vérité, quelques-uns de ceux qui sont ici ne mourront point, quils naient vu le royaume de Dieu venir avec puissance."
MRK.9.2,"Ungö ilä isyaam, Yɛsu kàwɛl Petɔlà, Zyak anà Ywan, waa kasyen u mpey udu a mɔŋ a bwɛlàbwɛl. Nde kàyoolà ifà u mii a ba.","Six jours après, Jésus prit avec lui Pierre, Jacques et Jean, et il les conduisit seuls à lécart sur une haute montagne. Il fut transfiguré devant eux;."
MRK.9.3,"ipfɛy ande byàbulà byà tsɛk tsɛk, anà pɛɛl làmwɛy mpa kan'kwo akà un'yiir mwɛy mutwey.","ses vêtements devinrent resplendissants, et dune telle blancheur quil nest pas de foulon sur la terre qui puisse blanchir ainsi."
MRK.9.4,Ɛli kàyàmɛnà anà Mɔsɛ akà ba. Ba bàkayäämà a Yɛsu.,"Élie et Moïse leur apparurent, sentretenant avec Jésus."
MRK.9.5,"Petɔlà kàtɛn a Yɛsu naa: « Un'lɔɔŋ, yubwaŋ naa bi ikäl apà. Wɛy bi imbaar ntɛn, ntɛn tär: mwɛy ntɔn ngye, mwɛy ntɔn Mɔsɛ, mwɛy ntɔn Ɛli. ».","Pierre, prenant la parole, dit à Jésus: Rabbi, il est bon que nous soyons ici; dressons trois tentes, une pour toi, une pour Moïse, et une pour Élie."
MRK.9.6,"Nde kàyöb anki naa nde nkye utɛɛnà, ntɔn matɛɛr màkyer awal.","Car il ne savait que dire, leffroi les ayant saisis."
MRK.9.7,"Un'böŋ mwey kàyafwee wa, ndaa mwɛy yàtoo uboo un'böŋ awà naa: « Awà wà Mwan amɛ wà nkween. Lun'wem! ».","Une nuée vint les couvrir, et de la nuée sortit une voix: Celui-ci est mon Fils bien-aimé: écoutez-le!."
MRK.9.8,"Ungö apan, bàler ba umbil aba, ba bàsàman anki akà mbuur mwɛy, Yɛsu mpɛl anà ba.","Aussitôt les disciples regardèrent tout autour, et ils ne virent que Jésus seul avec eux."
MRK.9.9,"Umpal bàyàtyà ba u mɔŋ, nde katsüŋ mukyään itàkal akà mbuur mwɛy ndaa bàmɛn ba, tii mpal usàwiyà Mwan a mbuur uboo a akü.","Comme ils descendaient de la montagne, Jésus leur recommanda de ne dire à personne ce quils avaient vu, jusquà ce que le Fils de lhomme fût ressuscité des morts."
MRK.9.10,"Ba bàkyer akaar nswɛɛŋ ayi, wɛɛ ba bàfuulà ba a ba naa: « Ikaswaŋà aben ngwiiyà uboo a akü? ».","Ils retinrent cette parole, se demandant entre eux ce que cest que ressusciter des morts."
MRK.9.11,Apan ba bun'fuul naa: « Ntɔn nkye alɔɔŋ a in'kɔɔn bàfàtɛn ba naa: Ɛli akyer atwab atàyà? ».,Les disciples lui firent cette question: Pourquoi les scribes disent-ils quil faut quÉlie vienne premièrement?.
MRK.9.12,"Nde kàtɛn a ba naa: « Yabwɛy naa Ɛli atàyà muyàfuur indiir byanswà u mbwo. Wɛɛ ntɔn nkye bàsön ba ntɔn Mwan a mbuur naa nde akyɛr aman mpay mbɔɔn, bun'wal asànaa undiir a bunàbun?.","Il leur répondit: Élie viendra premièrement, et rétablira toutes choses. Et pourquoi est-il écrit du Fils de lhomme quil doit souffrir beaucoup et être méprisé?."
MRK.9.13,"Wɛɛ mɛ alàkyään naa Ɛli kàkyàyà, baar bun'kyer ndaa yanswà bàkwen ba, asànaa bàsön ya ntɔn nde. ».","Mais je vous dis quÉlie est venu, et quils lont traité comme ils ont voulu, selon quil est écrit de lui."
MRK.9.14,"Mpal bàyafurà ba akà alɔŋki, ba bàmɛn un'sɛŋ a baar mbɔɔn apà ba anà alɔɔŋ a in'kɔɔn bàmusyeelà mbaaŋ anà ba.","Lorsquils furent arrivés près des disciples, ils virent autour deux une grande foule, et des scribes qui discutaient avec eux."
MRK.9.15,"Pa kàmɛn wa Yɛsu, un'sɛŋ a baar wanswà laa kàbamà wa, waa kàkyeenà ntiin mukun'pà mbɔr.","Dès que la foule vit Jésus, elle fut surprise, et accourut pour le saluer."
MRK.9.16,Nde waa kafuul naa: « Ininà bɛ làsyeelà mbaaŋ anà ba? ».,Il leur demanda: Sur quoi discutez-vous avec eux?.
MRK.9.17,"Baal mwɛy uboo a un'sɛŋ a baar kun'fuur naa: « Un'lɔɔŋ, mɛ amatwääl mwan amɛ wàbaal: nde we anà dweelà a nkiin.","Et un homme de la foule lui répondit: Maître, jai amené auprès de toi mon fils, qui est possédé dun esprit muet."
MRK.9.18,"Ikal kyanswà lun'kaar la, la lun'bwiy u mɛɛn, mwan ugyɔrà an'te, laa ukwoor nde an'din ande, waa ubwà un'sey. Mɛ an'tɛn a alɔŋki angye naa ba bàböŋ la, wɛɛ ba bàsàkal anki anà ngwal. ».","En quelque lieu quil le saisisse, il le jette par terre; lenfant écume, grince des dents, et devient tout raide. Jai prié tes disciples de chasser lesprit, et ils nont pas pu."
MRK.9.19,"Nde waa utɛn a ba naa: « Nkööl ikɔ̈ɔ̈n làkwikilà, tii nkye taaŋ mɛ insàkal anà bɛ? Tii mpal nà mɛ in'sàkaŋ mpem ntɔn bɛ? Lan'twääl awà. ».","Race incrédule, leur dit Jésus, jusques à quand serai-je avec vous? Jusques à quand vous supporterai-je? Amenez-le-moi. On le lui amena."
MRK.9.20,"Ba waa bun'twääl. Umpal làmɛn dweelà a làbe Yɛsu, la làni mwan a ngwal, mwan kàbü u mɛɛn, waa kàyisilà wàmuyigyɔrà an'te.","Et aussitôt que lenfant vit Jésus, lesprit lagita avec violence; il tomba par terre, et se roulait en écumant."
MRK.9.21,Yɛsu kàfuul taarànde naa: « Sɛmà taaŋ nà ya ifun'yeel? » Nde waa kàten naa: « Sɛmà imbɛy ande.,"Jésus demanda au père: Combien y a-t-il de temps que cela lui arrive? Depuis son enfance, répondit-il."
MRK.9.22,"Mbalà mbɔɔn la làfun'tɔɔm u mbaa anà kan'dà ntɔn mukun'dwa. Wɛɛ, isàkal naa ngye an'kwo mukyer undiir, yà ibay, ntɔn ngyɛb angye akà bi! ».","Et souvent lesprit la jeté dans le feu et dans leau pour le faire périr. Mais, si tu peux quelque chose, viens à notre secours, aie compassion de nous."
MRK.9.23,Yɛsu waa kàtɛn a nde naa: « Isàkal naa ngye an'kwo! . Indiir byanswà byàŋàkwo akà mbuur awe anà làkwikilà. ».,Jésus lui dit: Si tu peux!… Tout est possible à celui qui croit.
MRK.9.24,"Apan sye, taar a mwan kàsi un'kwɛŋ naa: « Mɛ an'sà làkwikilà! Mbay ntɔn an'kɔɔn mɛ làkwikilà! ».",Aussitôt le père de lenfant sécria: Je crois! Viens au secours de mon incrédulité!.
MRK.9.25,"Yɛsu, abà kàmɛn nde un'sɛŋ a baar wàmuyàkɔ̈ŋ, nde kàswɛŋ dweelà a làbe, waa kàtɛn naa: « Dweelà a nkiin anà ikwan'tsü, mɛ amaswaŋ, too ubɔɔ a mwan wà, twon an'fyefurà! ».","Jésus, voyant accourir la foule, menaça lesprit impur, et lui dit: Esprit muet et sourd, je te lordonne, sors de cet enfant, et ny rentre plus."
MRK.9.26,"Dweelà làsi in'kwɛŋ, waa lun'ni a ngwal. Mwan kàbulà asànaa wàŋàkwà, lalan bàmbɔɔn bàteenà ba naa: « Nde kan'kwà. ».","Et il sortit, en poussant des cris, et en lagitant avec une grande violence. Lenfant devint comme mort, de sorte que plusieurs disaient quil était mort."
MRK.9.27,"Wɛɛ Yɛsu kun'tɛ mpi u kɔɔ, kun'mbaar, nde waa kàmbarà.","Mais Jésus, layant pris par la main, le fit lever. Et il se tint debout."
MRK.9.28,"Mpal kàfurà Yɛsu ndwà, alɔŋki ande bun'fuul ukɔl naa: « Wɛɛ bi, ntɔn nkye mpa ikwe bi muböŋ dweelà a làbe alanà? ».","Quand Jésus fut entré dans la maison, ses disciples lui demandèrent en particulier: Pourquoi navons-nous pu chasser cet esprit?."
MRK.9.29,Nde kàtɛn a ba naa: « Dweelà a tub alà làfàtoo u ngyamàkà mpɛl. ».,Il leur dit: Cette espèce-là ne peut sortir que par la prière.
MRK.9.30,"Ba bàlwomà apan, waa bàsoonà Ngalilɛ. Yɛsu kàkwen anki naa baar bàyɔ̈b.","Ils partirent de là, et traversèrent la Galilée. Jésus ne voulait pas quon le sût."
MRK.9.31,"Ntɔn nde kàlɔɔŋà alɔŋki ande, waa kàtɛɛnà a ba naa: « Mwan a mbuur bàkyer ayun'yälà kàn'kɔɔ a baar, ba bàkyer ayun'dwà, waa ilä itär ungö a ndwääl ande, nde akyer ayàwiyà. ».","Car il enseignait ses disciples, et il leur dit: Le Fils de lhomme sera livré entre les mains des hommes; ils le feront mourir, et, trois jours après quil aura été mis à mort, il ressuscitera."
MRK.9.32,"Ba bàyöbà anki ndaa ayin, wɛɛ ba bàweemà bɔɔmà mukun'fuul.","Mais les disciples ne comprenaient pas cette parole, et ils craignaient de linterroger."
MRK.9.33,"Ba bàkyen Kapɛrnawum. Umpal kàkäl nde u ndwà, Yɛsu kàfuul alɔŋki ande naa: « Ininà bɛ làyisyeelà mbaaŋ u mbwo? ».","Ils arrivèrent à Capernaüm. Lorsquil fut dans la maison, Jésus leur demanda: De quoi discutiez-vous en chemin?."
MRK.9.34,"Wɛɛ ba bàkäl akul, ntɔn u mbwo, ba bàyisyeelà mbaaŋ ba a ba ntɔn muyöb naa nà awà mbuur a kölàköl.","Mais ils gardèrent le silence, car en chemin ils avaient discuté entre eux pour savoir qui était le plus grand."
MRK.9.35,"Yɛsu kàkyer abwaay, waa kàbel Bàkwen Aŋiyweel, waa kàtɛn a ba naa: « Isàkal naa mbuur akwen mukäl wàtàtwɛb, wɛy nde ukäl wàngöngö anà un'syääl a baar banswà. ».","Alors il sassit, appela les douze, et leur dit: Si quelquun veut être le premier, il sera le dernier de tous et le serviteur de tous."
MRK.9.36,"Apan nde kàwɛl mwan mwɛy, waa kun'si uboboo a ba. Ungö akun'böbà mpi, nde kàtɛn a ba naa:.","Et il prit un petit enfant, le plaça au milieu deux, et layant pris dans ses bras, il leur dit:."
MRK.9.37,"« Mbuur awal mwan asànaa wà kikɔb amɛ, nde kan'wal mɛ ŋakwo: mbuur kàman'wal, kà mɛ anki nde kan'wal, wɛ Mbuur kan'töm. ».","Quiconque reçoit en mon nom un de ces petits enfants me reçoit moi-même; et quiconque me reçoit, reçoit non pas moi, mais celui qui ma envoyé."
MRK.9.38,"Ywan waa kàtɛn a Yɛsu naa: « Un'lɔɔŋ, bi kàmɛn mbuur mwɛy wàmuböŋ an'dweelà an'be kikɔb angye, wɛɛ bi kàleŋ mukun'tsuŋ mukyer abun ntɔn nde bi kàfilabà anki. ».","Jean lui dit: Maître, nous avons vu un homme qui chasse des démons en ton nom; et nous len avons empêché, parce quil ne nous suit pas."
MRK.9.39,"Wɛɛ Yɛsu kàtɛn naa: « Twon làmutsuŋ, ntɔn kà we anà mbuur anki kan'kwo mukyer impà kà ikɔb amɛ, waa ungö apan nde ufàtɛn ube ntɔn mɛ.","Ne len empêchez pas, répondit Jésus, car il nest personne qui, faisant un miracle en mon nom, puisse aussitôt après parler mal de moi."
MRK.9.40,"Abun, mbuur mpa afàtɔn bi wà anà bi.",Qui nest pas contre nous est pour nous.
MRK.9.41,"Mbuur wanswà asàlapà kɔɔb a an'dà anwà, ntɔn bɛ làbà baar a Klistɔ, mɛ alàkyään ndandaa, bweel ande làsàkyà anki bwà.","Et quiconque vous donnera à boire un verre deau en mon nom, parce que vous appartenez à Christ, je vous le dis en vérité, il ne perdra point sa récompense."
MRK.9.42,"« Wɛɛ mbuur wanswà asiinà umwɛy uboo a bibaan ban'sà làkwikilà bà akà mɛ mubwà unsà ube, yan'söön ubwaŋ akà nde naa bun'bäm nkà a kölàköl u bway, waa bun'tɔɔm kà ɛwà.","Mais, si quelquun scandalisait un de ces petits qui croient, il vaudrait mieux pour lui quon lui mît au cou une grosse meule de moulin, et quon le jetât dans la mer."
MRK.9.43,"Isàkal naa kɔɔ angye làfasyen nkuur unsà ube, tsul la. Ntɔn yan'söön ubwaŋ naa ngye abilà u mɔ̈ɔ̈ kɔɔ làmwɛy, akwànaa ngye mukal amà an'kɔɔ an'mɔ̈ɔ̈l, waa akyà yaaŋ a mbaa mpa làfàdim. .","Si ta main est pour toi une occasion de chute, coupe-la; mieux vaut pour toi entrer manchot dans la vie."
MRK.9.44,"Kwo, in'swab myàfàkwà anki, mbaa ifàdim anki akà ikikye. .","que davoir les deux mains et daller dans la géhenne, dans le feu qui ne séteint point."
MRK.9.45,"Isàkal naa làkɔl angye làfasyen nkuur unsà ube, tsul la. Ntɔn yan'söön ubwaŋ naa ngye abilà u mɔ̈ɔ̈ anà too, akwànaa ngye mukal amyà in'kɔl myeel, waa akyà yaaŋ a mbaa. .","Si ton pied est pour toi une occasion de chute, coupe-le; mieux vaut pour toi entrer boiteux dans la vie."
MRK.9.46,"Kwo, in'swab myàfàkwà anki, mbaa ifàdim anki akà ikikye. .","que davoir les deux pieds et dêtre jeté dans la géhenne, dans le feu qui ne séteint point."
MRK.9.47,"Isàkal naa dii angye làfasyen nkuur unsà ube, kwol la. Ntɔn yan'söön ubwaŋ naa ngye abilà imwol a Nzam anà dii làmwɛy, akwànaa ngye mukal amyà mii myeel, waa batɔɔm u yaaŋ a mbaa.","Et si ton œil est pour toi une occasion de chute, arrache-le; mieux vaut pour toi entrer dans le royaume de Dieu nayant quun œil, que davoir deux yeux et dêtre jeté dans la géhenne."
MRK.9.48,"Kwo, in'swab myàfàkwà anki, mbaa ifàdim anki akà ikikye.","où leur ver ne meurt point, et où le feu ne séteint point."
MRK.9.49,"« Abun, mbuur wanswà asàlyaŋ u mbaa, asàwal muŋ ntɔn mupɔŋà.",Car tout homme sera salé de feu.
MRK.9.50,"« Muŋ wà undiir aŋàbwaŋ, wɛɛ ntsà awa isàwà, bɛ ya làfuur aben? Làkäl anà muŋ uboo abɛ ŋakwo, làkäl unsà duu uboo amwɛy anà bumwɛy. ».","Le sel est une bonne chose; mais si le sel devient sans saveur, avec quoi lassaisonnerez-vous?."
MRK.10.1,"Yɛsu kàlwomà nde apan, nde kàkyen itiir a nsi a Yuday, u sim a Yɔrdan lumwɛy. In'sɛŋ a baar myàfàköŋ apà nde, nde kàfalɔɔŋà asànaa nkääl ande.","Jésus, étant parti de là, se rendit dans le territoire de la Judée au-delà du Jourdain. La foule sassembla de nouveau près de lui, et selon sa coutume, il se mit encore à lenseigner."
MRK.10.2,Amfarisi bàsin tsütsü apà nde ntɔn mukun'fuul naa : « Nkye mbwo yàmwo baal muböŋ un'kyay ande. ».,"Les pharisiens labordèrent; et, pour léprouver, ils lui demandèrent sil est permis à un homme de répudier sa femme."
MRK.10.3,Yɛsu kafuur naa: « Ininà Mɔsɛ kàlaswɛŋ? ».,Il leur répondit: Que vous a prescrit Moïse?.
MRK.10.4,Ba bàtɛn naa: « Mɔsɛ kàpɛ mbwo musɔn ukaan a nkaabà anà muböŋ un'kaar. ».,"Moïse, dirent-ils, a permis décrire une lettre de divorce et de répudier."
MRK.10.5,Yɛsu waa kàtɛn a ba naa: « Yà ntɔn bwoor a mpem abɛ waa nde kàlapɛ nswɛɛŋ ayi.,Et Jésus leur dit: Cest à cause de la dureté de votre cœur que Moïse vous a donné ce précepte.
MRK.10.6,"Wɛɛ u nsɛmà a nkyeer, Nzam kakyer baal anà un'kaar.","Mais au commencement de la création, Dieu fit lhomme et la femme;."
MRK.10.7,"Lalan baal asàwɛy taarànde anà ngwän, waa usàbääb a un'kyay ande.","cest pourquoi lhomme quittera son père et sa mère, et sattachera à sa femme."
MRK.10.8,"waa ba bàbɔ̈ɔ̈l bàsabulà ndür mwɛy. Apan, ba bàfàkal anki abɔ̈ɔ̈l, wɛɛ ndür mwɛy.","et les deux deviendront une seule chair. Ainsi ils ne sont plus deux, mais ils sont une seule chair."
MRK.10.9,"Abun, wɛy mbuur ukɔɔn akaab ayi kàtüüb Nzam. ».",Que lhomme donc ne sépare pas ce que Dieu a joint.
MRK.10.10,"Mpal bàkäl ba u ndwà, alɔŋki bàfun'fuul ntɔn ndaa ayi.","Lorsquils furent dans la maison, les disciples linterrogèrent encore là-dessus."
MRK.10.11,"Nde kàtɛn a ba naa: « Baal usàwɛy un'kyay ande, usàbääl un'kyay asin, nde kan'tà inswem akà wàtàtwɛb.","Il leur dit: Celui qui répudie sa femme et qui en épouse une autre, commet un adultère à son égard;."
MRK.10.12,"Isàkal naa un'kaar kan'wɛy un'dim ande, usàwal wàsin, nde wà un'kaar inswem. ».","et si une femme quitte son mari et en épouse un autre, elle commet un adultère."
MRK.10.13,"Baar bàtwäälà baan ntɔn nde kabä, wɛɛ alɔŋki bàŋän ba.","On lui amena des petits enfants, afin quil les touchât. Mais les disciples reprirent ceux qui les amenaient."
MRK.10.14,"Mpal kàmɛn nde abun, Yɛsu kàmɛn ube, waa kàtɛn a ba naa: « Làwɛy baan bàyi akà mɛ! Twon làmatsuŋ, ntɔn Imwol a Nzam kye a baar abà asànaa ba.","Jésus, voyant cela, fut indigné, et leur dit: Laissez venir à moi les petits enfants, et ne les en empêchez pas; car le royaume de Dieu est pour ceux qui leur ressemblent."
MRK.10.15,"Ndandaa mɛ alàkyään, mbuur mpà awal Imwol a Nzam asànaa mwan, nde kya usàbilà anki. ».","Je vous le dis en vérité, quiconque ne recevra pas le royaume de Dieu comme un petit enfant ny entrera point."
MRK.10.16,"Ungö, nde kàbööbà baan, waa kasi an'kɔɔ ntɔn mukasaak.","Puis il les prit dans ses bras, et les bénit, en leur imposant les mains."
MRK.10.17,"Mpal kàkäl Yɛsu mukyà, mbuur mwɛy kàyi u ntiin, waa kàbü an'köm kusà ande, waa kun'fuul naa: « Un'lɔɔŋ aŋàbwaŋ, mɛ in'kyer aben muwal bweel a mɔ̈ɔ̈ a mbul a in'tye? ».","Comme Jésus se mettait en chemin, un homme accourut, et se jetant à genoux devant lui: Bon maître, lui demanda-t-il, que dois-je faire pour hériter la vie éternelle?."
MRK.10.18,Yɛsu kàtɛn a nde naa: « Ntɔn nkye aman'bel ngye aŋàbwaŋ? Akà mbuur mwɛy wàŋàbwaŋ watɛy isàkal naa kà Nzam mpɛl anki.,Jésus lui dit: Pourquoi mappelles-tu bon? Il ny a de bon que Dieu seul.
MRK.10.19,"Ngye akiyöb in'kɔɔn: Twon an'dwà, twon an'tà inswem, twon an'yib, twon an'tà imbäl a loor, twon an'kyer mbuur ube, sà làkoo akà taaràŋà anà ngwa. ».",Tu connais les commandements: Tu ne commettras point dadultère; tu ne tueras point; tu ne déroberas point; tu ne diras point de faux témoignage; tu ne feras tort à personne; honore ton père et ta mère.
MRK.10.20,"Mbuur waa kun'fuur naa: « Un'lɔɔŋ, ayin yanswà mɛ in'kyer afàlab sɛmà imbɛy amɛ. ».","Il lui répondit: Maître, jai observé toutes ces choses dès ma jeunesse."
MRK.10.21,"Yɛsu kun'ler nde, waa kun'kwen, waa kàtɛn a nde naa: « Undiir mwɛy mpɛl kàmakɔ̈ɔ̈n: kyen, yälà indiir angye byanswà, pà ngim ya akà aŋàlàmbwà, waa ngye asàwal un'naaŋ u du. Ungö apan, yan'läb. ».","Jésus, layant regardé, laima, et lui dit: Il te manque une chose; va, vends tout ce que tu as, donne-le aux pauvres, et tu auras un trésor dans le ciel. Puis viens, et suis-moi."
MRK.10.22,"Wɛɛ u ndaa ayi, nde kàbü mpye, waa kàkyen u ngyɛb mbɔɔn. Ntɔn nde kàkäl anà indiir mbɔɔn.","Mais, affligé de cette parole, cet homme sen alla tout triste; car il avait de grands biens."
MRK.10.23,"Yɛsu kàler umbil ande, waa kàtɛn a alɔŋki ande naa: « Yà mpay mbɔɔn akà aŋin'naaŋ mubilà kà Imwol a Nzam! ».","Jésus, regardant autour de lui, dit à ses disciples: Quil sera difficile à ceux qui ont des richesses dentrer dans le royaume de Dieu!."
MRK.10.24,"Alɔŋki bàmɛn mpay ntɔn ndaa ande. Wɛɛ Yɛsu kàfàtɛn a ba naa: « Baan amɛ, yà mpay mbɔɔn mubilà kà Imwol a Nzam!.","Les disciples furent étonnés de ce que Jésus parlait ainsi. Et, reprenant, il leur dit: Mes enfants, quil est difficile à ceux qui se confient dans les richesses dentrer dans le royaume de Dieu!."
MRK.10.25,Mpay yatɛy mbɔɔn akà mpoonà mubilà u mun a nsway akwànaa ŋun'naaŋ mubilà kà Imwol a Nzam. ».,Il est plus facile à un chameau de passer par le trou dune aiguille quà un riche dentrer dans le royaume de Dieu.
MRK.10.26,"Ba bakyer abem mbɔɔn, waa bàtɛɛnà ba a ba naa: « Abun, nà kan'kwo muwà mɔ̈ɔ̈? ».","Les disciples furent encore plus étonnés, et ils se dirent les uns aux autres; Et qui peut être sauvé?."
MRK.10.27,"Yɛsu kaler, waa kàtɛn naa: « Ya ikwe anki akà baar, wɛɛ akà Nzam yanswà ikyer afàkwo. ».","Jésus les regarda, et dit: Cela est impossible aux hommes, mais non à Dieu: car tout est possible à Dieu."
MRK.10.28,"Petɔlà kàsɛmà mutɛn a nde naa: « Le bi, bi kàkyàwɛy indiir byanswà ntɔn mulab ngye. ».","Pierre se mit à lui dire; Voici, nous avons tout quitté, et nous tavons suivi."
MRK.10.29,"Yɛsu waa kàtɛn a nde naa: « Ndandaa mɛ alàkyään, isàkal naa mbuur an'sàwɛy ndwà, atɔŋ abaal, atɔŋ akaar, ngwän, taarànde, baan, an'ywaŋ ntɔn mɛ anà ntɔn Làsaŋ Aŋàbwaŋ.","Jésus répondit: Je vous le dis en vérité, il nest personne qui, ayant quitté, à cause de moi et à cause de la bonne nouvelle, sa maison, ou ses frères, ou ses sœurs, ou sa mère, ou son père, ou ses enfants, ou ses terres."
MRK.10.30,"nde asàwal mbalà nkam aŋàsöönà u paŋà alà, ndwà, atɔŋ abaal, atɔŋ akaar, ngwän, baan, an'ywaŋ, - anà nkwaaŋ - anà u paŋà làyà, mɔ̈ɔ̈ a mbul a in'tye.","ne reçoive au centuple, présentement dans ce siècle-ci, des maisons, des frères, des sœurs, des mères, des enfants, et des terres, avec des persécutions, et, dans le siècle à venir, la vie éternelle."
MRK.10.31,"Lalan, bàtàtwɛb mbɔɔn bàsàkal bàngöngö, bàngöngö bàsàkal bàtàtwɛb. ».","Plusieurs des premiers seront les derniers, et plusieurs des derniers seront les premiers."
MRK.10.32,"Ba bàkäl u mbwo mubeenà Yɛlusàlɛm. Yɛsu kàyikyeenà kusà a ba. Ba bàkäl mutɛɛr, baar bàyun'labà bàkal u bɔɔmà. Apan nde kàfàwal Bàkwem Aŋiyweel anà nde, waa kàsɛmà mukakyään ndaa ayà ikun'bweel:.","Ils étaient en chemin pour monter à Jérusalem, et Jésus allait devant eux. Les disciples étaient troublés, et le suivaient avec crainte. Et Jésus prit de nouveau les douze auprès de lui, et commença à leur dire ce qui devait lui arriver:."
MRK.10.33,"« Le, bi iwàmubeenà Yɛlusàlɛm, akun Mwan a mbuur bàkyer akun'yälà akà amfum angaŋ anà akà alɔɔŋ a in'kɔɔn. Ba bàkun'tsüül mbar a ukwà, waa bàkun'yälà kan'kɔɔ a baar mpa abà Ayudà.","Voici, nous montons à Jérusalem, et le Fils de lhomme sera livré aux principaux sacrificateurs et aux scribes. Ils le condamneront à mort, et ils le livreront aux païens."
MRK.10.34,"bàkyer akun'sɛ, bàkyer akun'tsul an'te, bàkyer akun'kam an'füm anà bàkyer akun'dwa, wɛɛ ungö a ilä itär, nde akyer asàwiyà. ».","qui se moqueront de lui, cracheront sur lui, le battront de verges, et le feront mourir; et, trois jours après, il ressuscitera."
MRK.10.35,"Apan, Zyak anà Ywan, baan a Zebeday, bàkyen tsütsü apà Yɛsu, waa bàtɛn a nde naa: « Un'lɔɔŋ, bi ikwen naa ngye akyer ntɔn bi undiir kalɔ̈ɔ̈m bi. ».","Les fils de Zébédée, Jacques et Jean, sapprochèrent de Jésus, et lui dirent: Maître, nous voudrions que tu fisses pour nous ce que nous te demanderons."
MRK.10.36,Nde waa kàtɛn a ba naa: « Ininà bɛ làkwen naa mɛ in'kyer ntɔn bɛ? ».,Il leur dit: Que voulez-vous que je fasse pour vous?.
MRK.10.37,"Ba bun'fuur naa: « Ipɛ mbwo bi mubwaay u làkoo angye, umwɛy u kɔɔ angye là ibaal, wumwɛy u kɔɔ angye là ikaar. ».","Accorde-nous, lui dirent-ils, dêtre assis lun à ta droite et lautre à ta gauche, quand tu seras dans ta gloire."
